Time [MM:SS];Image file path;T1;T2;T3;T4;T5;T6;T7;T8;V1;V2;V3;V4;V5;V6;V7;V8
18-47-24_353;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_26/Images/18-47-24_353.PNG;30,553005;NaN;26,863896;26,690496;-3,468009;-3,381184;-3,412481;-3,581156;1,886108;12,005958;2,092423;2,104771;5,784211;5,769975;5,775105;5,802780
18-47-24_853;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_26/Images/18-47-24_853.PNG;30,538784;NaN;26,842766;26,689139;-3,467693;-3,381736;-3,413012;-3,580989;1,887019;12,005941;2,093943;2,104869;5,784159;5,770066;5,775192;5,802753
18-47-25_353;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_26/Images/18-47-25_353.PNG;30,489947;NaN;26,821957;26,677190;-3,467620;-3,382100;-3,413281;-3,581029;1,890150;12,005957;2,095442;2,105735;5,784147;5,770125;5,775236;5,802759
18-47-25_853;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_26/Images/18-47-25_853.PNG;30,383278;NaN;26,811301;26,656264;-3,467689;-3,382064;-3,413059;-3,581065;1,897007;12,005951;2,096210;2,107253;5,784158;5,770119;5,775200;5,802765
18-47-26_353;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_26/Images/18-47-26_353.PNG;30,552307;NaN;26,798740;26,636518;-3,467562;-3,381365;-3,412863;-3,581022;1,886153;12,005928;2,097115;2,108685;5,784138;5,770005;5,775168;5,802758
18-47-26_853;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_26/Images/18-47-26_853.PNG;30,599598;NaN;26,786076;26,624655;-3,467500;-3,381533;-3,413288;-3,581000;1,883127;12,005948;2,098028;2,109547;5,784127;5,770032;5,775237;5,802755
18-47-27_353;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_26/Images/18-47-27_353.PNG;30,608000;NaN;26,774021;26,634917;-3,467714;-3,381074;-3,413019;-3,581007;1,882590;12,005945;2,098898;2,108802;5,784163;5,769957;5,775193;5,802756
18-47-27_853;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_26/Images/18-47-27_853.PNG;30,611889;NaN;26,764060;26,636813;-3,467664;-3,381344;-3,413575;-3,580917;1,882342;12,005965;2,099617;2,108664;5,784154;5,770001;5,775285;5,802741
18-47-28_353;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_26/Images/18-47-28_353.PNG;30,627518;NaN;26,743925;26,635820;-3,467195;-3,381235;-3,413073;-3,580724;1,881343;12,005901;2,101070;2,108736;5,784077;5,769983;5,775202;5,802709
18-47-28_853;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_26/Images/18-47-28_853.PNG;30,634173;NaN;26,732060;26,628825;-3,467486;-3,381827;-3,412761;-3,581065;1,880918;12,005965;2,101928;2,109244;5,784125;5,770080;5,775151;5,802765
18-47-29_353;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_26/Images/18-47-29_353.PNG;30,646508;NaN;26,733941;26,620240;-3,467598;-3,382736;-3,412274;-3,581294;1,880131;12,005980;2,101792;2,109867;5,784144;5,770229;5,775071;5,802803
18-47-29_853;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_26/Images/18-47-29_853.PNG;30,655362;NaN;26,750330;26,618714;-3,467787;-3,383537;-3,412230;-3,581178;1,879566;12,005935;2,100608;2,109978;5,784175;5,770361;5,775064;5,802784
18-47-30_353;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_26/Images/18-47-30_353.PNG;30,663117;NaN;26,773253;26,618550;-3,467722;-3,383046;-3,412339;-3,581102;1,879071;12,005941;2,098953;2,109990;5,784164;5,770280;5,775082;5,802771
18-47-30_853;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_26/Images/18-47-30_853.PNG;30,659791;NaN;26,785613;26,620486;-3,467689;-3,381969;-3,412244;-3,581040;1,879283;12,005888;2,098062;2,109850;5,784158;5,770104;5,775066;5,802761
18-47-31_352;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_26/Images/18-47-31_352.PNG;30,649440;NaN;26,783870;26,618189;-3,467765;-3,380438;-3,412517;-3,581033;1,879944;12,005939;2,098187;2,110016;5,784171;5,769853;5,775111;5,802760
18-47-31_853;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_26/Images/18-47-31_853.PNG;30,643379;NaN;26,783845;26,617606;-3,467529;-3,381085;-3,412728;-3,581124;1,880331;12,005974;2,098189;2,110059;5,784132;5,769959;5,775146;5,802775
18-47-32_353;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_26/Images/18-47-32_353.PNG;30,634267;NaN;26,793945;26,618065;-3,467791;-3,380580;-3,412448;-3,580898;1,880912;12,005928;2,097461;2,110025;5,784175;5,769876;5,775100;5,802738
18-47-32_853;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_26/Images/18-47-32_853.PNG;30,652962;NaN;26,791308;26,625099;-3,467562;-3,380616;-3,412346;-3,581156;1,879719;12,005942;2,097651;2,109515;5,784138;5,769882;5,775083;5,802780
18-47-33_353;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_26/Images/18-47-33_353.PNG;30,652681;NaN;26,800352;26,628300;-3,467903;-3,381711;-3,412819;-3,581232;1,879737;12,005943;2,096999;2,109282;5,784194;5,770061;5,775161;5,802793
18-47-33_853;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_26/Images/18-47-33_853.PNG;30,636283;NaN;26,815297;26,630007;-3,467849;-3,382373;-3,413252;-3,581084;1,880784;12,005960;2,095922;2,109158;5,784185;5,770170;5,775231;5,802768
18-47-34_353;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_26/Images/18-47-34_353.PNG;30,637142;NaN;26,828519;26,631854;-3,467595;-3,382489;-3,413233;-3,581229;1,880729;12,005950;2,094969;2,109024;5,784143;5,770189;5,775228;5,802792
18-47-34_852;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_26/Images/18-47-34_852.PNG;30,655727;NaN;26,835952;26,622439;-3,467664;-3,381427;-3,412492;-3,581370;1,879543;12,005959;2,094434;2,109708;5,784154;5,770015;5,775107;5,802815
18-47-35_353;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_26/Images/18-47-35_353.PNG;30,649328;NaN;26,840389;26,622439;-3,467754;-3,380020;-3,411855;-3,581196;1,879951;12,005976;2,094115;2,109708;5,784169;5,769784;5,775003;5,802787
18-47-35_853;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_26/Images/18-47-35_853.PNG;30,647852;NaN;26,838361;26,636920;-3,467820;-3,380547;-3,411743;-3,581280;1,880045;12,005918;2,094261;2,108656;5,784180;5,769871;5,774984;5,802800
18-47-36_354;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_26/Images/18-47-36_354.PNG;30,649776;NaN;26,817613;26,641519;-3,467943;-3,381485;-3,411503;-3,581036;1,879922;12,005974;2,095755;2,108323;5,784200;5,770024;5,774945;5,802760
18-47-36_853;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_26/Images/18-47-36_853.PNG;30,655250;NaN;26,813559;26,646972;-3,468158;-3,381325;-3,411670;-3,581018;1,879573;12,005915;2,096047;2,107927;5,784235;5,769998;5,774972;5,802757
18-47-37_353;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_26/Images/18-47-37_353.PNG;30,634855;NaN;26,821104;26,652032;-3,467780;-3,381369;-3,411663;-3,580975;1,880875;12,005966;2,095503;2,107560;5,784173;5,770005;5,774971;5,802750
