Time [MM:SS];Image file path;T1;T2;T3;T4;T5;T6;T7;T8;V1;V2;V3;V4;V5;V6;V7;V8
12-07-08_239;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_10/Images/12-07-08_239.PNG;5,528066;5,511474;5,484815;5,458008;24,646437;25,853056;24,968421;-113,287879;4,304870;4,309793;4,304225;4,314508;2,251423;2,154428;2,225139;12,003492
12-07-08_739;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_10/Images/12-07-08_739.PNG;5,528070;5,511321;5,485163;5,458030;24,622972;25,853934;24,952455;-113,065520;4,304869;4,309814;4,304179;4,314505;2,253350;2,154359;2,226435;12,003474
12-07-09_240;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_10/Images/12-07-09_240.PNG;5,528138;5,511281;5,485443;5,458354;24,605834;25,853904;24,941735;-113,378845;4,304860;4,309819;4,304142;4,314462;2,254759;2,154362;2,227306;12,003499
12-07-09_740;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_10/Images/12-07-09_740.PNG;5,527633;5,511109;5,485466;5,457877;24,589401;25,854661;24,930668;-113,310509;4,304927;4,309842;4,304139;4,314525;2,256110;2,154302;2,228205;12,003494
12-07-10_240;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_10/Images/12-07-10_240.PNG;5,527709;5,511443;5,485208;5,458048;24,581692;25,854411;24,916020;-113,371219;4,304917;4,309798;4,304173;4,314503;2,256744;2,154322;2,229396;12,003499
12-07-10_740;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_10/Images/12-07-10_740.PNG;5,527881;5,511240;5,485073;5,458035;24,583786;25,853343;24,900391;-112,772621;4,304894;4,309824;4,304191;4,314505;2,256572;2,154406;2,230668;12,003450
12-07-11_239;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_10/Images/12-07-11_239.PNG;5,527921;5,511299;5,485560;5,458026;24,572906;25,849890;24,887238;-113,250324;4,304889;4,309817;4,304127;4,314506;2,257467;2,154678;2,231738;12,003489
12-07-11_740;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_10/Images/12-07-11_740.PNG;5,527962;5,511619;5,485533;5,458017;24,561328;25,846179;24,873688;-113,819821;4,304884;4,309774;4,304130;4,314507;2,258420;2,154970;2,232841;12,003533
12-07-12_240;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_10/Images/12-07-12_240.PNG;5,528504;5,511781;5,485470;5,457967;24,547562;25,843832;24,861491;-113,394122;4,304812;4,309753;4,304139;4,314513;2,259554;2,155154;2,233835;12,003501
12-07-12_740;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_10/Images/12-07-12_740.PNG;5,527745;5,511438;5,485592;5,458426;24,536956;25,840304;24,853964;-113,280352;4,304912;4,309798;4,304123;4,314453;2,260428;2,155432;2,234448;12,003492
12-07-13_240;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_10/Images/12-07-13_240.PNG;5,527673;5,511821;5,485141;5,457908;24,524612;25,834346;24,852765;-112,942585;4,304922;4,309747;4,304182;4,314521;2,261445;2,155901;2,234546;12,003464
12-07-13_740;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_10/Images/12-07-13_740.PNG;5,527538;5,511371;5,485086;5,458147;24,512236;25,829495;24,851756;-113,065520;4,304940;4,309807;4,304189;4,314490;2,262465;2,156283;2,234628;12,003474
12-07-14_240;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_10/Images/12-07-14_240.PNG;5,527556;5,511641;5,485032;5,458300;24,504967;25,825401;24,857197;-114,009386;4,304937;4,309771;4,304196;4,314469;2,263065;2,156606;2,234185;12,003546
12-07-14_740;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_10/Images/12-07-14_740.PNG;5,527858;5,511483;5,485136;5,458152;24,500827;25,823426;24,864139;-113,138856;4,304897;4,309792;4,304183;4,314489;2,263407;2,156761;2,233619;12,003480
12-07-15_239;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_10/Images/12-07-15_239.PNG;5,527709;5,511668;5,485181;5,457926;24,492622;25,820400;24,873900;-113,819821;4,304917;4,309768;4,304177;4,314519;2,264084;2,157000;2,232824;12,003533
12-07-15_740;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_10/Images/12-07-15_740.PNG;5,527786;5,511209;5,484915;5,457814;24,483003;25,818516;24,885795;-113,580109;4,304907;4,309829;4,304212;4,314534;2,264878;2,157148;2,231856;12,003515
12-07-16_240;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_10/Images/12-07-16_240.PNG;5,527696;5,510803;5,485276;5,457944;24,473424;25,817162;24,891119;-113,378845;4,304919;4,309882;4,304164;4,314516;2,265669;2,157255;2,231422;12,003499
12-07-16_740;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_10/Images/12-07-16_740.PNG;5,527732;5,511123;5,485560;5,458264;24,469419;25,817510;24,890797;-113,455567;4,304914;4,309840;4,304127;4,314474;2,265999;2,157228;2,231448;12,003505
12-07-17_239;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_10/Images/12-07-17_239.PNG;5,527624;5,511398;5,485538;5,458165;24,466309;25,818796;24,893352;-113,471013;4,304928;4,309804;4,304130;4,314487;2,266256;2,157126;2,231240;12,003507
12-07-17_740;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_10/Images/12-07-17_740.PNG;5,527858;5,511118;5,485145;5,457715;24,462225;25,818955;24,897695;-113,168408;4,304897;4,309840;4,304182;4,314547;2,266594;2,157114;2,230887;12,003483
12-07-18_240;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_10/Images/12-07-18_240.PNG;5,527551;5,511114;5,485398;5,458026;24,466403;25,818244;24,908802;-113,325637;4,304938;4,309841;4,304148;4,314506;2,266249;2,157170;2,229983;12,003495
12-07-18_740;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_10/Images/12-07-18_740.PNG;5,527809;5,511001;5,484847;5,457791;24,470689;25,818940;24,917127;-113,348391;4,304904;4,309856;4,304221;4,314537;2,265895;2,157115;2,229306;12,003497
12-07-19_240;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_10/Images/12-07-19_240.PNG;5,527687;5,510848;5,485168;5,458062;24,470357;25,819349;24,922559;-112,765627;4,304920;4,309876;4,304179;4,314501;2,265922;2,157083;2,228865;12,003449
12-07-19_740;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_10/Images/12-07-19_740.PNG;5,527579;5,511456;5,485321;5,458003;24,469765;25,819318;24,929201;-113,424777;4,304934;4,309796;4,304158;4,314509;2,265971;2,157085;2,228325;12,003503
12-07-20_239;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_10/Images/12-07-20_239.PNG;5,527642;5,511186;5,485416;5,457949;24,465537;25,818721;24,938097;-112,913970;4,304926;4,309832;4,304146;4,314516;2,266320;2,157132;2,227602;12,003462
12-07-20_740;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_10/Images/12-07-20_740.PNG;5,527569;5,511321;5,485448;5,458197;24,466785;25,814235;24,944347;-112,417884;4,304936;4,309814;4,304142;4,314483;2,266217;2,157486;2,227094;12,003419
12-07-21_240;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_10/Images/12-07-21_240.PNG;5,527750;5,511028;5,485091;5,458071;24,474096;25,812284;24,950100;-113,153616;4,304912;4,309852;4,304189;4,314500;2,265613;2,157639;2,226626;12,003482
12-07-21_740;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_10/Images/12-07-21_740.PNG;5,527682;5,510983;5,485159;5,458192;24,485032;25,811565;24,951875;-113,302958;4,304921;4,309858;4,304180;4,314484;2,264710;2,157696;2,226482;12,003493
12-07-22_240;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_10/Images/12-07-22_240.PNG;5,527953;5,511263;5,485109;5,458242;24,493163;25,811868;24,951552;-112,964123;4,304885;4,309821;4,304186;4,314477;2,264039;2,157672;2,226508;12,003466
12-07-22_739;C:\Users\au540322\Documents\Projects\Ice-Nucleation\Builds\Full Build\Data\Calibration_10/Images/12-07-22_739.PNG;5,527421;5,510731;5,485005;5,457958;24,504143;25,811898;24,953695;-113,014638;4,304955;4,309892;4,304200;4,314515;2,263133;2,157670;2,226334;12,003470
